Gss year for this respondent                       ,Respondent income in constant dollars,Happiness of marriage,General happiness,Any opp. race in neighborhood,Political party affiliation,Number of persons in household,Race of respondent,"Highest year school completed, spouse",Highest year of school completed,Number of children,Number of brothers and sisters,Spouse labor force status,Marital status,Number of hours worked last week,Respondent id number,Ballot used for interview
1975,69146,Very happy,Pretty happy,No,"Ind,near rep",3,White,12,18,1,3,Keeping house,Married,40,219,Not applicable
1975,0,Very happy,Very happy,No,"Ind,near rep",6,White,20,20,4,3,Working fulltime,Married,Not applicable,220,Not applicable
1975,0,Very happy,Pretty happy,No,Not str republican,2,White,14,14,2,7,Working fulltime,Married,Not applicable,221,Not applicable
1975,0,Very happy,Very happy,No,Not str democrat,3,White,20,12,3,6,Working fulltime,Married,Not applicable,222,Not applicable
1975,0,Very happy,Very happy,No,Strong democrat,2,White,16,16,1,1,Working parttime,Married,Not applicable,223,Not applicable
1975,13829,Pretty happy,Pretty happy,Yes,"Ind,near rep",4,White,15,14,2,0,Working fulltime,Married,40,224,Not applicable
1975,10756,Pretty happy,Pretty happy,Yes,Strong republican,5,White,16,16,3,2,Working fulltime,Married,9,225,Not applicable
1975,90842,Pretty happy,Pretty happy,Yes,"Ind,near rep",6,White,12,14,3,7,Keeping house,Married,60,226,Not applicable
1975,0,Pretty happy,Very happy,No,Not str democrat,3,White,7,7,5,4,Working fulltime,Married,Not applicable,227,Not applicable
1975,0,Very happy,Very happy,Don't know,Not str republican,2,White,12,15,4,8,Working parttime,Married,40,228,Not applicable
1975,27658,Very happy,Pretty happy,Yes,"Ind,near dem",2,White,11,12,2,2,Working fulltime,Married,40,229,Not applicable
1975,0,Not applicable,Pretty happy,Don't know,Not str democrat,1,White,Not applicable,12,4,3,Not applicable,Widowed,Not applicable,230,Not applicable
1975,38414,Very happy,Pretty happy,No,Not str democrat,4,White,11,11,2,2,Keeping house,Married,55,231,Not applicable
1975,23049,Very happy,Pretty happy,No,Not str democrat,7,White,12,14,5,3,Working fulltime,Married,40,232,Not applicable
1975,0,Not applicable,Pretty happy,No,Not str democrat,1,White,Not applicable,10,2,8,Not applicable,Divorced,Not applicable,233,Not applicable
1975,0,Not too happy,Not too happy,Don't know,Not str democrat,4,White,11,12,2,Don't know,Working fulltime,Married,Not applicable,234,Not applicable
1975,10756,Not applicable,Not too happy,Yes,Strong democrat,5,White,Not applicable,8,6,3,Not applicable,Separated,48,235,Not applicable
1975,0,Not applicable,Very happy,Don't know,Not str democrat,3,White,Not applicable,9,4,10,Not applicable,Widowed,Not applicable,236,Not applicable
1975,1537,Not applicable,Pretty happy,Yes,Other party,6,White,Not applicable,12,0,4,Not applicable,Never married,Not applicable,237,Not applicable
1975,23049,Very happy,Not too happy,Not applicable,Strong democrat,6,Black,12,4,3,3,Working fulltime,Married,54,238,Not applicable
1975,0,Not applicable,Not too happy,Not applicable,Not str democrat,6,Black,Not applicable,11,1,4,Not applicable,Never married,40,239,Not applicable
1975,0,Not applicable,Very happy,Not applicable,Strong democrat,1,Black,Not applicable,7,5,7,Not applicable,Widowed,Not applicable,240,Not applicable
1975,0,Not applicable,Very happy,Not applicable,Not str republican,1,Black,Not applicable,7,3,5,Not applicable,Widowed,Not applicable,241,Not applicable
1975,0,Very happy,Not too happy,Don't know,Not str democrat,4,White,12,9,2,5,Working fulltime,Married,Not applicable,242,Not applicable
1975,0,Pretty happy,Very happy,Don't know,"Ind,near dem",3,White,12,12,1,1,Working fulltime,Married,Not applicable,243,Not applicable
1975,6146,Pretty happy,Pretty happy,No,Not str democrat,5,White,Don't know,12,7,6,Working parttime,Married,40,244,Not applicable
1975,0,Very happy,Not too happy,No,Not str democrat,2,White,14,9,1,6,Other,Married,40,245,Not applicable
1975,0,Not applicable,Not too happy,Not applicable,Not str democrat,3,Black,Not applicable,11,3,7,Not applicable,Never married,Not applicable,246,Not applicable
1975,0,Very happy,Very happy,Not applicable,Strong democrat,3,Black,7,8,1,19,"Unempl, laid off",Married,16,247,Not applicable
1975,0,Not applicable,Pretty happy,Not applicable,Not str democrat,1,Black,Not applicable,10,5,11,Not applicable,Widowed,Not applicable,248,Not applicable
1975,0,Not applicable,Pretty happy,Not applicable,Strong democrat,5,Black,Not applicable,10,5,8,Not applicable,Never married,Not applicable,249,Not applicable
1975,1537,Pretty happy,Very happy,Not applicable,Not str democrat,6,Black,6,11,Eight or more,0,Working fulltime,Married,Not applicable,250,Not applicable
1975,27658,Not applicable,Pretty happy,No,"Ind,near rep",2,White,Not applicable,12,3,6,Not applicable,Divorced,40,251,Not applicable
1975,0,Very happy,Not too happy,No,Independent,3,White,12,12,1,5,Keeping house,Married,Not applicable,252,Not applicable
1975,0,Very happy,Pretty happy,No,Not str republican,6,White,16,12,7,7,Working fulltime,Married,Not applicable,253,Not applicable
1975,0,Not applicable,Pretty happy,Yes,Independent,3,White,Not applicable,14,6,3,Not applicable,Widowed,Not applicable,254,Not applicable
1975,0,Not applicable,Pretty happy,Yes,"Ind,near rep",1,White,Not applicable,12,0,1,Not applicable,Widowed,Not applicable,255,Not applicable
1975,0,Very happy,Pretty happy,Yes,Not str democrat,2,White,12,12,4,6,Working fulltime,Married,Not applicable,256,Not applicable
1975,0,Not applicable,Pretty happy,Yes,Strong democrat,1,White,Not applicable,14,2,8,Not applicable,Widowed,Not applicable,257,Not applicable
1975,0,Not applicable,Pretty happy,Yes,Strong republican,1,White,Not applicable,16,0,3,Not applicable,Never married,Not applicable,258,Not applicable
1975,0,Not applicable,Very happy,No,Strong democrat,1,White,Not applicable,10,0,5,Not applicable,Divorced,Not applicable,259,Not applicable
1975,0,Not applicable,Very happy,No,Strong democrat,1,White,Not applicable,10,0,3,Not applicable,Widowed,Not applicable,260,Not applicable
1975,19975,Not applicable,Pretty happy,Yes,Independent,1,White,Not applicable,12,3,4,Not applicable,Widowed,Not applicable,261,Not applicable
1975,0,Not applicable,Not too happy,Yes,"Ind,near dem",1,White,Not applicable,12,0,7,Not applicable,Never married,Not applicable,262,Not applicable
1975,53780,Not applicable,Very happy,Yes,Not str republican,1,White,Not applicable,12,3,2,Not applicable,Divorced,40,263,Not applicable
1975,0,Pretty happy,Pretty happy,No,Not str republican,2,White,5,15,1,5,Temp not working,Married,Not applicable,264,Not applicable
1975,0,Not applicable,Pretty happy,No,"Ind,near dem",1,White,Not applicable,12,1,1,Not applicable,Widowed,Not applicable,265,Not applicable
1975,0,Very happy,Very happy,No,Not str republican,2,White,8,8,1,4,Retired,Married,Not applicable,266,Not applicable
1975,27658,Very happy,Pretty happy,No,"Ind,near dem",2,White,12,12,1,6,Keeping house,Married,Not applicable,267,Not applicable
1975,0,Not applicable,Not too happy,Don't know,"Ind,near dem",2,White,Not applicable,5,2,8,Not applicable,Separated,Not applicable,268,Not applicable
1975,0,Very happy,Very happy,Yes,Not str republican,3,White,11,12,1,0,Working parttime,Married,Not applicable,269,Not applicable
1975,38414,Very happy,Very happy,Yes,Not str democrat,3,White,14,16,2,0,Working fulltime,Married,40,270,Not applicable
1975,38414,Very happy,Pretty happy,Yes,Independent,2,White,12,18,1,2,Keeping house,Married,40,271,Not applicable
1975,0,Very happy,Very happy,Yes,Independent,5,White,12,13,3,2,Working parttime,Married,60,272,Not applicable
1975,53780,Very happy,Very happy,Yes,Strong republican,6,White,11,12,2,1,Keeping house,Married,50,273,Not applicable
1975,16902,Not too happy,Not too happy,Yes,Not str republican,4,White,12,10,3,1,Working fulltime,Married,40,274,Not applicable
1975,13829,Not applicable,Not too happy,No,"Ind,near dem",1,White,Not applicable,7,1,8,Not applicable,Separated,40,275,Not applicable
1975,1537,Not applicable,Not too happy,Yes,Not str democrat,2,White,Not applicable,13,0,1,Not applicable,Never married,32,276,Not applicable
1975,0,Pretty happy,Not too happy,Not applicable,Strong democrat,2,Black,13,10,1,7,Working fulltime,Married,Not applicable,277,Not applicable
1975,1537,Not applicable,Pretty happy,Yes,Strong democrat,3,Other,Not applicable,11,0,1,Not applicable,Never married,40,278,Not applicable
1975,0,Not applicable,Pretty happy,Not applicable,"Ind,near dem",3,Black,Not applicable,12,7,3,Not applicable,Separated,Not applicable,279,Not applicable
1975,0,Not applicable,Pretty happy,Yes,Strong democrat,1,White,Not applicable,0,Eight or more,7,Not applicable,Widowed,Not applicable,280,Not applicable
1975,10756,Not applicable,Not too happy,Yes,"Ind,near dem",2,White,Not applicable,14,0,1,Not applicable,Never married,40,281,Not applicable
1975,38414,Very happy,Pretty happy,Yes,Not str democrat,4,White,11,12,2,0,Working fulltime,Married,40,282,Not applicable
1975,38414,Not applicable,Pretty happy,Not applicable,Strong democrat,1,Black,Not applicable,20,0,3,Not applicable,Divorced,Not applicable,283,Not applicable
1975,0,Not applicable,Pretty happy,Yes,Strong democrat,1,White,Not applicable,16,0,5,Not applicable,Never married,Not applicable,284,Not applicable
1975,0,Not applicable,Not too happy,No,Independent,1,White,Not applicable,14,0,5,Not applicable,Never married,Not applicable,285,Not applicable
1975,0,Very happy,Pretty happy,No,Other party,4,White,9,4,2,8,Keeping house,Married,Don't know,286,Not applicable
1975,0,Very happy,Pretty happy,No,Not str republican,5,White,10,12,2,1,Working fulltime,Married,Not applicable,287,Not applicable
1975,27658,Very happy,Not too happy,No,Not str democrat,4,White,12,12,0,2,Keeping house,Married,30,288,Not applicable
1975,0,Very happy,Very happy,No,Not str democrat,2,White,8,6,1,10,Keeping house,Married,Not applicable,289,Not applicable
1975,53780,Very happy,Very happy,No,Not str democrat,2,White,16,16,0,3,Working fulltime,Married,60,290,Not applicable
1975,38414,Not applicable,Very happy,No,Not str republican,9,White,Not applicable,18,Eight or more,3,Not applicable,Widowed,48,291,Not applicable
1975,27658,Very happy,Pretty happy,No,Strong democrat,4,White,12,11,2,3,Keeping house,Married,Not applicable,292,Not applicable
1975,0,Very happy,Pretty happy,Yes,Not str democrat,4,White,14,13,2,4,Working fulltime,Married,Not applicable,293,Not applicable
1975,0,Pretty happy,Pretty happy,Yes,"Ind,near rep",4,White,18,13,2,2,Working fulltime,Married,Not applicable,294,Not applicable
1975,38414,Not applicable,Pretty happy,No,Strong democrat,1,White,Not applicable,12,0,4,Not applicable,Never married,70,295,Not applicable
1975,0,Very happy,Pretty happy,No,Strong republican,2,White,10,12,0,1,Retired,Married,Not applicable,296,Not applicable
1975,69146,Very happy,Pretty happy,No,"Ind,near dem",4,White,12,14,0,5,Working fulltime,Married,45,297,Not applicable
1975,69146,Not applicable,Pretty happy,Yes,"Ind,near dem",1,White,Not applicable,16,1,2,Not applicable,Divorced,Not applicable,298,Not applicable
1975,1537,Pretty happy,Pretty happy,Yes,Not str democrat,5,White,12,10,3,7,Working fulltime,Married,24,299,Not applicable
1975,1537,Not applicable,Pretty happy,Yes,"Ind,near rep",2,White,Not applicable,16,0,1,Not applicable,Never married,16,300,Not applicable
1975,0,Not applicable,Not too happy,Yes,Strong democrat,2,White,Not applicable,13,3,2,Not applicable,Divorced,Not applicable,301,Not applicable
1975,38414,Very happy,Very happy,Yes,"Ind,near rep",4,White,12,16,2,3,Working parttime,Married,40,302,Not applicable
1975,0,Very happy,Very happy,Yes,Not str democrat,4,White,11,13,2,3,Working fulltime,Married,Not applicable,303,Not applicable
1975,0,Not too happy,Not too happy,Yes,Not str republican,5,White,17,15,3,0,Working fulltime,Married,Not applicable,304,Not applicable
1975,38414,Very happy,Very happy,Yes,Not str democrat,2,White,18,14,0,2,Keeping house,Married,40,305,Not applicable
1975,38414,Not applicable,Pretty happy,No,Independent,1,White,Not applicable,12,0,4,Not applicable,Widowed,40,306,Not applicable
1975,19975,Very happy,Pretty happy,No,Not str democrat,2,White,12,8,3,3,Working fulltime,Married,32,307,Not applicable
1975,0,Not applicable,Pretty happy,No,Not str republican,2,White,Not applicable,8,Eight or more,3,Not applicable,Widowed,Not applicable,308,Not applicable
1975,27658,Very happy,Very happy,No,Strong democrat,2,White,9,12,3,2,Temp not working,Married,Not applicable,309,Not applicable
1975,0,Not applicable,Pretty happy,No,Not str democrat,1,White,Not applicable,12,2,6,Not applicable,Widowed,Not applicable,310,Not applicable
1975,0,Very happy,Pretty happy,No,Not str republican,4,White,12,12,2,5,Working fulltime,Married,30,311,Not applicable
1975,1537,Not applicable,Pretty happy,No,Strong republican,2,White,Not applicable,12,1,4,Not applicable,Separated,35,312,Not applicable
1975,0,Not applicable,Pretty happy,No,Strong republican,1,White,Not applicable,8,3,12,Not applicable,Widowed,Not applicable,313,Not applicable
1975,23049,Very happy,Not too happy,No,Strong democrat,7,White,10,12,4,1,Working fulltime,Married,48,314,Not applicable
1975,0,Not applicable,Pretty happy,No,Not str republican,2,White,Not applicable,12,3,3,Not applicable,Widowed,Not applicable,315,Not applicable
1975,0,Not applicable,Pretty happy,No,Strong republican,3,White,Not applicable,13,0,0,Not applicable,Never married,35,316,Not applicable
1975,0,Very happy,Very happy,No,Strong republican,2,White,12,9,0,1,Retired,Married,Not applicable,317,Not applicable
1975,0,Very happy,Very happy,No,Not str republican,8,White,12,15,6,2,Keeping house,Married,60,318,Not applicable
1975,27658,Very happy,Very happy,No,Not str democrat,2,White,12,12,2,4,Working fulltime,Married,40,319,Not applicable
1975,0,Very happy,Pretty happy,No,Not str republican,4,White,14,12,2,5,Working fulltime,Married,Not applicable,320,Not applicable
1975,0,Pretty happy,Pretty happy,No,Not str republican,2,White,18,18,4,3,Working parttime,Married,Not applicable,321,Not applicable
1975,38414,Very happy,Very happy,No,Independent,4,White,16,16,2,1,Working parttime,Married,50,322,Not applicable
1975,0,Very happy,Pretty happy,No,Not str republican,4,White,12,12,3,4,Working fulltime,Married,Not applicable,323,Not applicable
1975,38414,Very happy,Pretty happy,No,Independent,7,White,8,9,3,2,Keeping house,Married,60,324,Not applicable
1975,0,Pretty happy,Very happy,No,Not str republican,5,White,16,12,3,0,Working fulltime,Married,Not applicable,325,Not applicable
1975,0,Not applicable,Pretty happy,No,Independent,1,White,Not applicable,16,0,0,Not applicable,Widowed,Not applicable,326,Not applicable
1975,0,Not applicable,Pretty happy,No,Strong republican,1,White,Not applicable,8,4,6,Not applicable,Widowed,Not applicable,327,Not applicable
1975,0,Very happy,Very happy,No,"Ind,near dem",3,White,14,13,2,3,Working fulltime,Married,Not applicable,328,Not applicable
1975,53780,Very happy,Very happy,Yes,Independent,4,White,16,16,2,1,Working fulltime,Married,35,329,Not applicable
1975,0,Very happy,Pretty happy,No,Not str democrat,7,White,8,12,6,12,Temp not working,Married,Not applicable,330,Not applicable
1975,1537,Pretty happy,Not too happy,No,"Ind,near dem",5,White,13,13,3,0,Working fulltime,Married,30,331,Not applicable
1975,6146,Very happy,Very happy,No,Not str democrat,5,White,12,12,3,3,Working fulltime,Married,26,332,Not applicable
1975,38414,Very happy,Very happy,No,Independent,3,White,12,12,2,3,Keeping house,Married,60,333,Not applicable
1975,0,Very happy,Very happy,Don't know,Not str republican,6,White,20,12,4,2,Working fulltime,Married,Not applicable,334,Not applicable
1975,6146,Not applicable,Very happy,No,Not str democrat,5,White,Not applicable,16,2,8,Not applicable,Widowed,Not applicable,335,Not applicable
1975,16902,Very happy,Very happy,No,"Ind,near rep",5,White,16,13,3,1,Working fulltime,Married,35,336,Not applicable
1975,6146,Pretty happy,Pretty happy,No,"Ind,near dem",2,White,18,12,0,7,"Unempl, laid off",Married,30,337,Not applicable
1975,19975,Pretty happy,Pretty happy,No,Independent,7,White,18,12,5,5,Working fulltime,Married,40,338,Not applicable
1975,90842,Very happy,Pretty happy,No,Not str republican,3,White,18,19,3,4,Keeping house,Married,35,339,Not applicable
1975,0,Pretty happy,Pretty happy,No,Strong democrat,5,White,20,15,3,1,Working parttime,Married,Not applicable,340,Not applicable
